Company,Product Name,Product Category,Label,Source,Original
Batchelors,Batchelors Super Noodles Chicken 90G,Instant Packet Noodles,"Dried noodles with a chicken flavour seasoning. The Nation's Favourite† †The Nation's Favourite Noodle block based on IRI All Outlets Unit Sales 52 w/e 17/10/2020, UK, Savoury Noodle Blocks Our super tasty Super Noodles are a firm favourite for a satisfying and flavoursome meal that always hits the spot. Loaded with succulent chicken flavours, these block noodles are quick and easy to make while delivering mouth-watering taste with every bite. Add your noodles to 300ml of water and bring to boil. Then, shake in the bursting-with-flavour sachet, reduce the heat and simmer for four minutes or until the water has been absorbed. Easy to make and super convenient, these chicken flavour noodles are a delicious afternoon snack for one. Alternatively, share between two and serve them as part of a main meal in the evening by adding vegetables or chicken. For quick noodles packed with mouth-watering flavour, you can't go wrong with Batchelors Super Noodles. Super Tasty, Super Easy.Lipsmackingly irresistible every time. Have you tried... Our Super Tasty Super Noodles in a Pot Batchelors Super Noodles Chicken Flavour",TESCO,y
Finest,Tesco Finest Lightly Salted Crisps 150G,Sharing Crisps & Snacks,"Sea salted potato crisps. Hand Cooked Crisps Our experts work closely with local farmers to select the variety of British potato that gives just the right crunch. Each potato is carefully sliced and fried in small batches under the watchful eye of specially trained fryers. They stir each batch gently, select the best crisps, then tumble them carefully in seasoning for a perfectly even coating. Pack size: 150G",TESCO,y
Heinz,Heinz Cream Of Tomato Soup 400G,Tinned & Packet Soup,"Nothing says home like a deliciously warming bowlful of Heinz soup. Heinz Cream of Tomato Soup has been made to our own special recipe and with a blend of the finest ingredients. Heinz Cream of Tomato Soup. A timeless classic filled with rich tomatoes. Perfect for a quick, and delicious meal. Bursting with rich, tasty flavour, it's no wonder that Heinz Soup has earned a special place in our hearts as well as our kitchen cupboards! A can of our Heinz Cream of Tomato Soup is the perfect companion for all occasions as it is convenient and quick to prepare. Whether you're seeking comfort on a chilly winter evening or want a quick and easy meal option during a busy day. Our tinned soup is perfectly paired with a slice of warm crusty bread, topped with croutons or savored on its own. Our recipe is low in fat, contains no artificial colours, flavours or preservatives and 1/2 a can makes up 1 of your 5 a day when eaten as part of a balanced diet. Suitable for vegetarians. So why not take a moment to embrace the familiar, comforting taste of Heinz Cream of Tomato Soup? Try the rest of our Classics range, including: Cream of Chicken, Potato & Leek and Vegetable or our Heinz Big Soup range for a hearty filling meal with big-time flavour. After all, it has to be Heinz!",TESCO,y
Long Grain Rice,Tesco Microwave Long Grain Rice 250G,Plain Microwave Rice,Cooked long grain rice. MILD & FLUFFY Perfectly cooked so it's ready to eat hot or cold Pack size: 250G,TESCO,y
silver spoon,Granulated Sugar 1Kg,sugar,"Granulated Sugar Proudly Supporting British Farmers We're proud to work with british farmers to grow all our sugar beet here in the uk. 28 miles Red tractor assured at every stage, from farms to pack. We're passionate about our environment and we're continually working to reduce our impact. Our sugar beet is home grown, this bag is recyclable and our excess production energy is used to power british homes. Red Tractor - Certified Standards FSC - FSC® Mix, Paper from responsible sources, FSC® C008015, www.fsc.org By Appointment to HM the Queen Manufacturers of Sugar, British Sugar plc Peterborough Great for tasty tea Pack size: 1000G",TESCO,y
Green Giant,Green Giant Original Sweet Corn 198G,Tinned Vegetables,"Sweet corn kernels in brine. Looking for recipe ideas? Discover them at www.greengiant.eu 80g of drained sweet corn = one of your five recommended daily servings of fruit & veg. © General Mills. Green Giant is a trademark of B&G Foods North America, Inc. - used under license. 1 of 5 a Day Naturally Sweet Canned 8-12H on Average After Harvest Pack size: 165G",TESCO,y
Maoam Bloxx,Maoam Bloxx 4 Pack 88G,Chocolate,Fruit & Cola Flavour Chewy Sweets Pack size: 88G,TESCO,y
Basmati Rice,Tesco Microwave Basmati Rice 250G,Rice,Cooked basmati rice. AROMATIC & FLUFFY Perfectly cooked so it's ready to eat hot or cold Pack size: 250G,TESCO,y
Tuna Chunks,Tesco Tuna Chunks In Spring Water 145G,Tins,Skipjack tuna chunks in spring water. IN SPRING WATER Pack size: 102G,TESCO,y
Original Breadsticks,Tesco Original Breadsticks 125G,Breadsticks,Breadsticks made with olive oil (7%). Baked light and crunchy with 7% olive oil. Pack size: 125G,TESCO,y
Milk Chocolate Digestive,Tesco Milk Chocolate Digestive Biscuits 300G,Biscuits & Cereal Bars,Digestive biscuits half coated in milk chocolate. CRUMBLY & CRUNCHY Generously dipped in silky chocolate for a dunkable treat Pack size: 300G,TESCO,y
Aunt Bessie's,Aunt Bessie's Roast Parsnips Honey Glazed 500G,Ready Meals,Parsnips lightly fried and coated in a Honey Glaze. The Nations Favourite** ** Nations favourite parsnip. Nielsen data. Value sales. 15th July 2023 Supporting Those Living with Sight Loss NaviLensGo For a sustainable tomorrow Making a difference with responsibly sourced and prepared food every day WWW.AUNTBESSIES.CO.UK/OUR-SUSTAINABLE-PATH Supporting those living with sight loss Aunt Bessie's are proud to support blind and partially sighted people through NaviLens technology. For more information please visit www.auntbessies.co.uk/about-us/navilens Make room on the plate for some honey glazed parsnips - this humble root veg drizzled in delicious honey will add a rather special touch to any roast dinner.,TESCO,y
Finest,Tesco Finest Jumbo Cooked King Prawns 225G,Finest Frozen Food,"Peeled and cooked jumbo king prawns (Penaeus vannamei) with protective ice glaze. Juicy and plump warm water prawns. Perfect added to a risotto with peas, finished with Parmesan cheese and fresh parsley. Juicy and plump warm water prawns. Steamed and naturally sweet. Cooked Prawns Pack size: 225G",TESCO,y
McCain,McCain Crispy French Fries 1.4kg,Chips,"Crispy French Fries, thin fries cut from fresh potato and coated For more information see www.mccain.co.uk We're pledging another £1 million to support family fund So that together we can make teatimes easier to enjoy for UK families with disabled or seriously ill children. To find out more about our partnership with Family Fund, or to make a donation, visit www.mccain.co.uk/family-fund: Since 2021 McCain have donated £1.3m to the Family Fund trust charity (registered in England and Wales under registered charity no. 1053866 and Scottish charity no. SC040810) to fund grants to bring UK-based families together at mealtimes and provide information and support services to them. Another £1m is guaranteed to be donated by McCain by 2026, £330k in 2024 and £335k in 2025 and 2026. Please note that the family fund trust is not a registered charity in the ROI and does not provide its services to families resident in the ROI. Unfortunately, we are not able to process donations from the ROI at this time. Did you know? We're helping Our Farmers adopt Regenerative Agricultural practices across 100% of their potato fields by 2030. To find out more about our commitment, visit www.mccain.co.uk/sustainability",TESCO,y
Youngs,Youngs Scampi 220G,Fish & Seafood,"Formed British and Irish Langoustine Tails with Added Water Coated in Breadcrumbs Fish for Life® Responsibly Sourced Our 'Fish for Life' programme ensures all our fish is responsibly sourced. For more details about our work to help conserve fish for future generations visit www.youngsseafood.co.uk In 1805, Elizabeth Young started it all. She believed that fish was for everyone and she was right. To this day we keep her legacy alive; providing fish for generations to come. Elizabeth Young",TESCO,y
12 Salt & Pepper,Tesco 12 Salt & Pepper Prawns 132G,Party Food,Raw peeled king prawns (Penaeus vannamei) coated in a salt and pepper breadcrumb. Food worth celebrating Succulent king prawns coated in a crispy salt and pepper breadcrumb Pack size: 132G,TESCO,y
Tempura King,Tesco 8 Tempura King Prawns 140G,Party Food,Raw peeled king prawns (Penaeus vannamei) in a tempura batter. Food worth celebrating Succulent king prawns coated in a light tempura batter for crispiness Pack size: 140G,TESCO,y
Birds Eye,Birds Eye 38 Crispy Chicken Dippers 697G,Meat & Poultry,"Dippers formed from chopped marinated chicken breast meat, coated in a light batter, lightly fried. For a Sustainable Tomorrow Making a Difference with Responsibly Sourced and Prepared Food Every Day birdseye.co.uk/our-sustainable-path Discover Birds Eye Chicken Dippers, an unbeatable classic guaranteed to put smiles on faces. Packed full of protein, our chicken dippers ingredients include 100% chicken breast and zero artificial colours or preservatives. Besides being the perfect excuse for lots and lots of ketchup, these crispy chicken dippers make a great family dinner alongside chips, potato wedges or vegetables. Meet your new frozen chicken family favourite! *Why does it say made from 100% chicken breast if it's 50% chicken breast? Made from 100% chicken breast means we use only chicken breast meat in our range. The other 50% relates to the other tasty ingredients such as the coating. Give staying in a Spin with Birds Eye and Hasbro. Buy 4 qualifying promotional packs to claim your free game!",TESCO,y
Frozen,Tesco Frozen 12 Mini Vegetable Spring Rolls 216G,Vegan Party Food,Mixed vegetables wrapped in filo pastry. Food Worth Celebrating Hand wrapped lightly seasoned mixed vegetables in crisp filo pastry Food Worth Celebrating Hand wrapped lightly seasoned mixed vegetables in crisp filo pastry Pack size: 0.216KG,TESCO,y
Birds Eye,Birds Eye Garden Peas 800G,Vegetables,"Garden peas 70% Less plastic same amount of peas* *In comparison with our previous reseal bag. Enjoy Garden Peas as part of a varied, balanced and healthy lifestyle. For a Sustainable Tomorrow Making a difference with responsibly sourced and prepared food every day BIRDSEYE.CO.UK/OUR-SUSTAINABLE-PATH Complete your mealtimes with delicious Birds Eye Garden Peas! A traditional family favourite, Birds Eye green peas are full of sweetness and nutrition, guaranteed to have even the fussiest eaters asking for seconds. These frozen vegetables are an absolute freezer staple. Our frozen peas are picked and frozen at exactly the right time to create the perfect taste. Our dedicated team of fieldsmen walk the fields every day to nurture and check on the peas so they know exactly when to pick them. As well as being the ideal vegetable accompaniment to fish, a handful of green peas adds a splash of colour to pasta dishes such as spaghetti carbonara. Beautiful!",TESCO,y
Aunt Bessie's,Aunt Bessie's 10 Glorious Golden Yorkshires 190G,Yorkshire Puddings,Baked Yorkshire Puddings. Supporting those living with sight loss Aunt Bessie's are proud to support blind and partially sighted people through NaviLens technology. Download the NaviLens app available on iOS/Android devices and scan the code to access product information accessibly. For more information please visit www.auntbessies.co.uk/about-us/navilens For a Sustainable Tomorrow Making a difference with responsibly sourced and prepared food every day WWW.AUNTBESSIES.CO.UK/OUR-SUSTAINABLE-PATH,TESCO,y
Goodfella's,Goodfella's Stonebaked Thin Margherita Pizza 345G,Frozen Pizza,"A Stonebaked Thin Pizza Base Topped with Tomato Sauce, Mozzarella Cheese & Cheddar Cheese. For a sustainable tomorrow Making a difference with responsibly sourced and prepared food every day GOODFELLASPIZZAS.COM/OUR-SUSTAINABLE-PATH Introducing Goodfella's Stone Baked Thin Margherita Pizza, an unbeatable favourite you simply can't go wrong with. Goodfella's traditional Italian margherita pizza is stone baked in the classic style until it has a thin and crispy base. It's then topped with rich tomato sauce and a delicious blend of mouth-watering cheeses - a frozen pizza that's absolutely 10 out of 10! A frozen margherita pizza with a side of salad makes for an easy yet tasty dinner that always goes down a treat. Simply delicious. Welcome to the Neighbourhood Here at Goodfella's we are passionate about pizza, from the dough that has been rested, then baked on Italian stone for a crispy base to our signature tomato sauces. Our pizzas are immediately frozen to lock in that great taste. This delicious Margherita Pizza is no exception! Italian American style pizza from the Goodfella's family.",TESCO,y
McCain,McCain home chips,Chips,"McCain Home Chips Extra Chunky 1kg For more information see www.mccain.co.uk Did You Know? We're helping our farmers adopt regenerative agricultural practices across 100% of their potato fields by 2030. To find out more about our commitment, visit www.mccain.co.uk/sustainability Home chips coated potato chips are crispy, golden and simply delicious. Their unique crunchy coating gives them a really scrumptious taste. Enjoy! Kosher - SKA",TESCO,y
Haagen-Dazs,Haagen-Dazs Salted Caramel Ice Cream 460Ml,Ice Cream,"Caramel dairy ice cream with salted butter caramel swirl (10%) and salted caramel brittle (8%). WIN a chance to be more Emily with Häagen-Dazs! Simply purchase a promotional pack, scan QR code on pack and submit details to enter the giveaway * Caramel diary ice cream with salted butter caramel swirl (10%) and salted caramel brittle (8%) Our Salted Caramel is one of life’s beautiful contradictions! The combination of sweet ice cream and salted caramel works together effortlessly to create a delicious moment of indulgence. Delve into the creamy recipe and you will discover a generous scattering of crunchy golden caramel pieces that deliver a surprising crunchy sensation. Couple this with distinct ribbons of sticky caramel and a dollop of salted butter, using only salt of high purity, and you will enjoy an experience that truly awakens your pallet. To create our luxury and creamy ice cream, we use our unique blending technique to combine four simple and classic ingredients: fresh cream, milk, eggs, and sugar. To that we only flavour! Why not try our other frozen desserts; Mango & Raspberry Ice Cream Stick Bars, Cookies & Cream Ice Cream or Gelato Caramel Swirl Ice Cream for a low-calorie alternative. Can’t decide? Why not try our Favourites Collection Minicup Multipack for a selection of flavours!",TESCO,y
Doritos,Doritos Tortilla Chips Chilli Heatwave Sharing Bag Crisps 180g,snacks,Chilli Heatwave Flavour Corn Chips - Outrageously delicious Doritos tortilla chips with a bold flavour and full-on crunch - Sweet and spicy snacks for sharing with friends - Split a bag with your mates while watching your favourite movie - Why not also try Doritos multipacks for grab-and-go snacks throughout the week? - Suitable for vegetarians,TESCO,y
Cadbury Dairy Milk,Cadbury Dairy Milk Chocolate Bar Large 360G,Chocolate,"Milk chocolate. BeTreatwise.net Cocoa Life Partnering with Fairtrade Foundation www.cocoalife.org Made under licence from Cadbury UK Ltd. By Appointment to H.M. The Queen Cocoa and Chocolate Manufacturers Cadbury UK Ltd., Bournville. 100% Sustainably Sourced Cocoa For Someone Special Suitable for vegetarians",TESCO,y
Appletiser,Appletiser 100% Apple Juice Lightly Sparkling 6x250 ml,Adult Soft Drinks,"Sparkling Apple Juice from Concentrate Indulge in 100% sparkling Appletiser. An expertly blended and luxurious apple juice that elevates every moment. Edmond Lombardi arrived on South African shores in the 1930s and settled in the lush and tranquil region of Elgin Valley, Western Cape. It was there that he cast his eyes over the lowland and came to realise that Elgin Valley was unique and distinct, as would his soon-to-be world-class fruit juice that we know today as Appletiser. We're raising a glass of Appletiser to the little victories that add happiness to your life, the small things that manage to make your days that much brighter. No matter where you #CrownEveryMoment, we're the premium drink that'll be right there by your side. Appletiser is a registered trademark of Sabmiller International B.V.",TESCO,y
